STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
1,AL,35079,2,830,320,350,130,480,1740,560,0,0,0,0,40,170,200,30810,830,31045,720,24942,180,159,50,55,50,44,80,36,100,683,40,80,70,772,170,3250,40,20,67,170,1187,0,0,150,235,30,7,0,0,0,0,30,85,60,50,0,0,0,0,140,1955,5357,70,459,120,206,30,30,100,80,90,16,140,313,80,390,0,0,0,0,30,44,0,0,110,337,70,460,0,0,800,15076,790,1850,0,0,30,26,330,279,30,2,40,18,40,42,140,28,210,188,20,13,70,134,50,172,40,172,70,44,810,3595,220,490,180,413,160,242,40,31,0,0,650,1571,700,1751,0,0,0,0,110,154,710,1989
1,AL,35079,3,650,110,460,80,400,1710,600,0,0,0,0,0,90,120,39911,650,40170,590,33494,160,110,50,75,50,35,130,81,100,672,40,96,50,590,130,2903,30,50,154,120,1807,30,460,150,259,0,0,0,0,30,268,0,0,70,61,0,0,0,0,180,3035,11523,60,373,160,446,40,58,150,89,120,27,180,593,140,829,0,0,0,0,50,70,0,0,150,569,80,484,0,0,650,24563,650,3285,0,0,20,18,340,535,0,0,60,33,50,55,70,11,260,425,20,7,70,152,0,0,20,61,30,24,640,4244,0,0,0,0,30,46,40,33,0,0,610,2750,630,2950,0,0,0,0,120,223,520,1471
1,AL,35079,4,430,30,390,0,260,1290,460,0,0,0,0,0,50,80,37585,430,37768,410,32063,120,60,40,26,30,16,150,114,90,612,30,286,40,753,80,2124,20,0,0,80,1482,0,0,120,183,30,7,0,0,0,0,0,0,60,70,0,0,0,0,200,4123,17860,40,388,180,685,0,0,190,129,140,32,200,897,190,1188,0,0,40,32,80,86,0,0,170,784,80,697,0,0,430,25362,430,3500,0,0,0,0,230,468,0,0,50,28,50,70,0,0,200,345,30,11,60,112,0,0,0,0,0,0,430,4093,0,0,0,0,0,0,50,42,0,0,430,3032,430,3170,0,0,0,0,100,280,340,1149
1,AL,35079,5,360,20,340,0,230,1080,380,0,0,0,0,0,30,80,46116,360,46587,340,37866,160,153,70,295,70,187,200,193,70,964,60,894,50,1840,110,3869,20,0,0,70,1554,50,3114,130,471,20,6,0,0,0,0,0,0,40,43,0,0,0,0,250,5614,31904,20,125,240,1261,0,0,230,196,200,72,250,1573,220,1502,0,0,0,0,0,0,0,0,220,1529,80,626,0,0,360,34653,360,5705,0,0,0,0,180,263,0,0,30,18,50,67,0,0,110,159,0,0,50,190,0,0,0,0,0,0,360,6282,0,0,0,0,0,0,40,38,0,0,360,5446,360,5714,0,0,0,0,130,466,240,1039
1,AL,35079,6,40,0,30,0,30,110,40,0,0,0,0,0,0,0,15896,40,15896,40,6687,30,17,0,0,0,0,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,941,13726,0,0,30,361,0,0,30,34,0,0,30,418,20,200,0,0,0,0,0,0,0,0,30,410,0,0,0,0,40,14479,40,3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2558,0,0,0,0,0,0,0,0,0,0,40,3965,40,4115,0,0,0,0,20,518,0,0
1,AL,35080,1,2120,1600,230,230,870,2190,530,70,30,40,0,30,270,410,23665,2120,24286,1630,18059,290,109,180,251,150,185,60,28,360,2416,130,51,140,971,250,2090,0,30,128,110,225,30,-26,400,621,0,0,0,0,50,238,20,60,80,54,30,68,0,0,200,2700,2756,140,1060,80,62,90,58,120,110,130,24,200,277,130,708,0,0,20,8,30,34,0,0,150,421,70,179,0,0,910,5338,930,586,0,0,60,26,220,74,0,0,20,7,70,41,70,11,40,12,0,0,300,419,150,591,160,609,30,20,1880,3247,490,1173,410,943,260,323,110,93,80,42,800,512,1050,963,0,0,0,0,260,213,1720,2482
1,AL,35080,2,1420,680,340,300,650,2660,900,0,0,0,0,0,280,310,52824,1420,53605,1190,41529,280,221,170,384,150,255,220,109,220,2071,120,228,150,1656,270,4617,0,30,86,270,1947,50,590,400,781,60,14,0,0,40,192,0,0,170,172,30,78,0,0,440,6351,17450,170,1461,320,542,100,120,350,335,310,66,440,1077,330,1802,0,0,0,0,120,142,0,0,370,1123,110,673,0,0,1370,27469,1360,3431,0,0,70,55,580,584,40,1,120,64,130,140,190,32,350,334,20,9,160,447,100,375,110,433,50,34,1390,5953,340,653,260,493,250,338,100,101,40,30,1110,2846,1200,3366,0,0,0,0,240,382,1160,2935
1,AL,35080,3,1240,390,610,180,600,2900,1050,0,0,0,0,0,170,270,76664,1240,77652,1100,61793,320,162,180,390,160,260,420,260,230,1762,140,129,120,1850,260,6290,0,30,119,220,3424,60,1052,400,988,50,13,0,0,30,258,30,68,190,229,0,0,0,0,640,10748,39802,160,1471,540,1384,90,139,560,545,470,119,640,2210,550,3353,20,60,0,0,200,274,0,0,540,2204,190,1048,0,0,1230,47732,1230,6639,0,0,40,103,620,1052,30,1,140,76,120,165,100,16,480,757,40,22,150,386,20,87,30,133,20,21,1220,8048,0,0,0,0,80,94,80,85,0,0,1160,5586,1200,6055,0,0,0,0,290,608,930,2571
1,AL,35080,4,1060,140,820,90,490,3040,1170,0,0,0,0,0,150,190,92292,1060,93288,1000,79468,360,264,210,432,190,325,440,331,220,2390,160,205,90,1610,210,4692,0,30,91,150,2972,50,600,410,996,50,14,0,0,30,207,30,153,220,259,0,0,0,0,620,11393,54105,90,594,580,2094,30,57,580,646,490,155,620,2967,570,4029,0,0,20,23,200,346,0,0,540,2415,140,882,0,0,1060,63212,1060,9118,0,0,0,0,640,1250,40,2,200,125,130,178,0,0,520,889,40,12,160,464,0,0,20,87,30,31,1050,10349,0,0,0,0,0,0,90,85,0,0,1050,7868,1050,8418,0,0,0,0,260,742,790,2599
1,AL,35080,5,1740,120,1560,60,800,5600,2310,0,0,0,0,0,130,270,233701,1740,235675,1680,204474,740,568,450,1255,420,953,1110,1087,350,3730,350,1533,170,4124,360,10497,30,30,97,180,4022,140,3498,710,1974,140,37,0,0,50,480,60,272,320,365,50,92,20,213,1380,30207,188383,80,731,1340,7537,40,90,1310,1682,1140,424,1380,9791,1290,9857,50,178,90,87,70,70,30,78,1260,7091,270,2180,50,403,1740,176307,1730,30114,0,0,0,0,990,1449,100,8,350,205,230,325,0,0,620,820,70,21,250,658,0,0,0,0,0,0,1730,31219,0,0,0,0,0,0,210,196,0,0,1730,28666,1730,29649,0,0,0,0,650,2544,1060,3885
1,AL,35080,6,260,0,240,0,170,860,370,0,0,0,0,0,0,50,76856,260,78054,250,52785,160,273,120,558,120,470,180,389,70,1574,110,5806,40,1758,50,3024,0,0,0,30,701,90,10397,100,1198,0,0,0,0,40,364,0,0,0,0,0,0,0,0,240,9492,72835,0,0,240,2691,0,0,230,466,200,115,240,3296,210,2107,0,0,0,0,0,0,0,0,230,3484,40,543,0,0,260,64319,260,15140,90,267,0,0,90,93,50,19,40,23,0,0,0,0,0,0,0,0,50,267,0,0,0,0,0,0,260,14211,0,0,0,0,0,0,0,0,0,0,260,15047,260,15611,100,75,90,110,140,2431,100,683
1,AL,35083,1,460,250,120,90,310,750,240,0,0,0,0,30,90,90,6023,460,6121,350,4440,70,29,20,11,20,8,20,11,100,732,20,-1,30,279,80,649,30,30,77,0,0,0,0,100,98,0,0,0,0,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,992,190,107,0,0,30,14,60,17,0,0,0,0,0,0,30,6,20,8,0,0,90,115,40,210,40,205,0,0,420,1145,210,551,180,468,120,148,0,0,30,13,160,90,240,215,0,0,0,0,40,38,400,968
1,AL,35083,2,340,120,160,70,230,740,240,0,0,0,0,0,50,60,12410,340,12546,310,10813,70,32,20,24,20,21,0,0,50,228,30,35,30,313,60,928,30,0,0,70,350,0,0,70,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1029,1968,40,201,40,49,0,0,40,12,50,6,60,95,30,155,0,0,0,0,0,0,0,0,50,169,50,333,0,0,320,5925,320,706,0,0,0,0,150,135,0,0,0,0,50,50,70,17,90,83,20,5,40,70,30,76,30,99,50,28,330,1534,110,220,80,168,90,116,50,36,0,0,260,571,290,672,0,0,0,0,40,56,300,901
1,AL,35083,3,190,40,150,0,140,500,170,0,0,0,0,0,40,40,11552,190,11660,180,9873,50,8,30,21,30,19,30,23,30,266,0,0,0,0,40,737,30,0,0,40,531,40,615,50,108,30,9,0,0,0,0,0,0,40,42,0,0,0,0,40,847,2598,30,145,30,80,0,0,30,13,30,4,40,108,30,167,0,0,0,0,0,0,0,0,40,165,0,0,0,0,190,7052,190,933,0,0,0,0,100,148,0,0,30,15,0,0,30,4,70,115,0,0,20,59,0,0,0,0,0,0,190,1257,0,0,0,0,0,0,0,0,0,0,180,785,180,851,0,0,0,0,40,56,150,448
1,AL,35083,4,110,0,100,0,80,290,90,0,0,0,0,0,0,30,9253,110,9320,100,7256,40,15,0,0,0,0,30,27,50,447,30,-7,20,318,30,755,0,0,0,40,926,0,0,40,67,0,0,0,0,0,0,0,0,20,16,0,0,0,0,50,877,4094,0,0,40,154,0,0,40,29,30,8,50,201,40,189,0,0,0,0,0,0,0,0,40,204,30,301,0,0,110,6437,110,893,0,0,0,0,50,88,0,0,0,0,30,37,0,0,60,88,0,0,40,149,0,0,0,0,0,0,100,985,0,0,0,0,0,0,30,24,0,0,110,805,110,897,0,0,0,0,30,143,70,226
1,AL,35083,5,100,0,90,0,80,260,70,0,0,0,0,0,0,40,14568,100,14708,90,11006,50,128,20,24,20,19,40,48,0,0,0,0,0,0,30,1554,30,0,0,0,0,0,0,40,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1423,9730,0,0,60,353,0,0,50,40,40,7,60,411,50,297,0,0,0,0,0,0,0,0,60,417,0,0,0,0,100,11611,100,2150,0,0,0,0,30,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2312,0,0,0,0,0,0,0,0,0,0,100,2086,100,2184,0,0,0,0,40,224,60,265
1,AL,35083,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35085,1,1340,750,230,340,790,2330,900,0,0,0,0,50,370,230,17567,1340,17899,1050,13468,120,81,30,22,30,15,0,0,270,2077,30,-7,80,490,150,1287,0,30,82,60,105,30,250,280,332,0,0,0,0,0,0,0,0,30,21,20,58,0,0,60,968,989,50,443,0,0,40,22,30,20,30,5,60,64,20,85,0,0,0,0,0,0,0,0,40,121,20,156,0,0,520,2985,530,326,0,0,20,8,130,37,0,0,0,0,20,12,60,9,40,11,0,0,230,347,80,321,80,315,40,19,1230,3283,550,1643,510,1411,380,500,50,43,60,38,460,288,670,656,0,0,0,0,130,113,1150,2729
1,AL,35085,2,940,340,370,210,620,2100,790,0,0,0,0,30,270,180,33693,940,34067,840,28662,140,150,40,62,40,43,70,39,130,715,40,123,50,575,150,2323,40,20,62,160,959,0,0,160,374,0,0,0,0,50,305,0,0,50,48,0,0,0,0,140,2289,5463,60,591,130,197,30,32,90,55,90,25,140,296,80,368,0,0,0,0,0,0,0,0,110,395,70,549,0,0,890,15470,890,1874,0,0,30,25,410,335,20,1,60,25,40,34,160,32,270,239,50,29,90,230,60,223,50,179,60,45,920,3908,280,595,230,493,240,354,30,24,0,0,680,1539,730,1826,0,0,0,0,130,238,800,2297
1,AL,35085,3,510,110,330,70,330,1310,480,0,0,0,0,0,120,100,31070,510,31280,470,26688,110,56,40,28,40,23,100,73,60,454,20,33,30,402,90,1925,0,30,103,90,1115,30,652,90,210,0,0,0,0,0,0,0,0,40,37,0,0,0,0,140,2541,8962,40,318,130,326,30,46,100,68,110,33,140,456,100,507,0,0,0,0,40,52,0,0,120,535,60,631,0,0,510,19222,510,2611,0,0,20,25,240,377,0,0,0,0,20,22,60,10,200,324,0,0,40,101,0,0,30,102,20,16,500,3364,0,0,0,0,30,38,30,29,0,0,470,2234,480,2360,0,0,0,0,100,219,410,1203
1,AL,35085,4,290,50,240,0,210,730,210,0,0,0,0,0,40,70,24883,290,24994,260,20025,90,48,30,91,30,60,80,62,50,236,30,47,40,483,90,2128,30,0,0,70,1465,0,0,60,111,40,10,0,0,0,0,0,0,30,28,0,0,0,0,110,2211,9693,50,367,90,305,0,0,90,59,90,22,110,410,70,398,0,0,0,0,30,27,0,0,90,494,50,609,0,0,290,17590,290,2529,0,0,0,0,120,189,0,0,30,11,20,28,0,0,90,149,20,9,30,54,0,0,0,0,0,0,290,2849,0,0,0,0,0,0,0,0,0,0,280,2341,280,2416,0,0,0,0,70,206,210,633
1,AL,35085,5,290,0,270,0,210,800,230,0,0,0,0,0,30,80,37971,290,38226,280,29966,140,214,70,124,60,90,160,146,40,318,60,171,40,1506,100,3461,0,0,0,70,1625,40,1936,100,255,0,0,0,0,0,0,0,0,30,28,0,0,0,0,170,3495,22796,0,0,170,833,0,0,160,136,140,51,170,1040,150,913,0,0,0,0,0,0,0,0,150,964,50,400,0,0,290,29686,290,5050,0,0,0,0,120,160,0,0,0,0,30,54,0,0,70,85,0,0,30,75,0,0,0,0,0,0,290,5210,0,0,0,0,0,0,30,30,0,0,290,4891,290,5034,0,0,0,0,130,664,180,716
1,AL,35085,6,30,0,30,0,20,80,20,0,0,0,0,0,0,0,7455,30,7455,30,5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,969,7246,0,0,30,247,0,0,20,31,20,9,30,308,20,200,0,0,0,0,0,0,0,0,20,379,0,0,0,0,30,6197,30,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1431,0,0,0,0,0,0,0,0,0,0,30,1409,30,1440,0,0,0,0,0,0,0,0
1,AL,35087,1,390,210,100,70,230,650,220,0,0,0,0,20,80,60,5087,390,5173,300,3799,40,17,0,0,0,0,0,0,90,720,0,0,40,339,50,462,0,30,95,20,39,0,0,80,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,727,140,80,0,0,20,9,30,9,0,0,0,0,20,18,0,0,0,0,0,0,80,115,50,223,50,224,20,15,360,929,170,470,150,377,100,130,30,23,20,12,120,71,190,192,0,0,0,0,30,25,340,761
1,AL,35087,2,200,60,110,50,120,450,150,0,0,0,0,0,40,50,7160,200,7235,170,5454,50,74,0,0,40,18,40,24,30,201,50,161,0,0,50,866,50,0,0,40,248,0,0,40,75,20,7,0,0,0,0,0,0,0,0,0,0,0,0,40,643,1330,40,298,20,32,0,0,40,23,0,0,40,68,40,179,0,0,0,0,0,0,0,0,30,108,30,243,0,0,180,3142,180,364,0,0,0,0,80,71,0,0,30,15,0,0,60,10,60,45,0,0,20,48,0,0,0,0,0,0,200,848,60,153,60,125,60,72,0,0,0,0,150,293,160,351,0,0,0,0,20,21,180,512
1,AL,35087,3,120,20,90,0,80,300,90,0,0,0,0,0,30,30,7114,120,7166,110,5636,50,17,40,36,0,0,0,0,20,119,0,0,30,480,30,756,0,0,0,30,424,0,0,30,52,0,0,0,0,0,0,0,0,40,32,0,0,0,0,30,448,1584,0,0,20,45,0,0,0,0,40,9,30,73,0,0,0,0,0,0,0,0,0,0,20,89,0,0,0,0,120,4366,120,567,0,0,0,0,60,77,0,0,0,0,30,40,0,0,30,51,0,0,30,46,0,0,0,0,0,0,120,709,0,0,0,0,0,0,30,24,0,0,110,491,110,528,0,0,0,0,30,55,90,233
1,AL,35087,4,70,0,60,0,50,190,70,0,0,0,0,0,0,30,5680,70,5722,60,4882,0,0,0,0,0,0,20,17,20,65,0,0,0,0,30,1272,20,0,0,20,450,0,0,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,497,2381,0,0,20,72,0,0,20,14,0,0,30,99,20,113,0,0,0,0,0,0,0,0,20,123,30,261,0,0,70,3969,70,563,0,0,0,0,30,70,0,0,0,0,0,0,0,0,50,69,0,0,0,0,0,0,0,0,0,0,70,678,0,0,0,0,0,0,0,0,0,0,60,493,60,520,0,0,0,0,30,67,50,190
1,AL,35087,5,60,0,60,0,40,180,60,0,0,0,0,0,0,0,8316,60,8316,60,5887,30,4,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,791,4756,0,0,30,147,0,0,30,41,20,6,40,209,30,239,0,0,0,0,0,0,0,0,30,166,0,0,0,0,60,6407,60,1110,0,0,0,0,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1196,0,0,0,0,0,0,0,0,0,0,60,1063,60,1091,0,0,0,0,0,0,40,164
1,AL,35087,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35089,1,360,180,50,130,160,610,230,70,40,30,0,30,120,70,4993,360,5060,300,4204,30,17,20,21,20,19,20,10,70,189,20,13,30,191,60,449,0,0,0,0,0,0,0,40,67,0,0,0,0,0,0,0,0,20,27,0,0,0,0,20,232,314,0,0,0,0,0,0,0,0,0,0,0,0,20,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,809,160,86,0,0,0,0,50,17,0,0,20,11,0,0,0,0,20,6,0,0,30,43,30,92,30,85,0,0,330,996,180,530,170,493,110,126,30,28,0,0,110,68,140,115,0,0,0,0,20,14,320,894
1,AL,35089,2,250,80,60,110,110,540,230,0,0,0,0,0,70,50,8561,250,8603,230,7602,20,24,0,0,0,0,0,0,0,0,0,0,0,0,40,492,0,40,52,60,260,0,0,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,461,1302,40,222,40,46,0,0,30,9,30,7,50,77,0,0,0,0,0,0,0,0,0,0,40,142,30,244,0,0,240,3964,240,468,0,0,0,0,120,108,0,0,0,0,30,28,70,15,70,63,0,0,20,42,0,0,0,0,0,0,240,1066,100,209,80,185,70,80,20,23,0,0,170,360,180,393,0,0,0,0,40,54,210,723
1,AL,35089,3,90,30,50,0,50,200,60,0,0,0,0,0,20,40,5506,90,5570,80,4262,30,6,0,0,0,0,20,18,20,54,0,0,0,0,30,670,0,0,0,40,705,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,715,3277,0,0,30,115,0,0,30,16,30,6,40,146,30,138,0,0,0,0,0,0,0,0,30,151,0,0,0,0,90,3550,90,474,0,0,0,0,50,60,0,0,0,0,0,0,0,0,20,27,0,0,0,0,0,0,0,0,0,0,90,597,0,0,0,0,0,0,0,0,0,0,90,433,90,461,0,0,0,0,40,74,70,189
1,AL,35089,4,30,0,40,0,30,60,20,0,0,0,0,0,0,0,2481,30,2481,50,3816,30,6,0,0,0,0,0,0,0,0,0,0,0,0,20,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1836,30,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,282,0,0,0,0,0,0,0,0,0,0,30,250,30,260,0,0,0,0,0,0,30,75
1,AL,35089,5,20,0,0,0,0,50,0,0,0,0,0,0,0,0,2508,20,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1967,20,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,343,0,0,0,0,0,0,0,0,0,0,20,314,20,320,0,0,0,0,0,0,0,0
1,AL,35089,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35091,1,310,240,40,30,150,320,80,0,0,0,0,0,50,60,3766,310,3800,260,2939,40,15,30,39,30,28,0,0,30,210,0,0,30,225,40,447,0,0,0,20,34,0,0,40,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,309,0,30,215,0,0,0,0,0,0,0,0,20,36,0,0,0,0,0,0,0,0,0,0,0,0,30,128,0,0,170,944,170,103,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,30,35,30,108,30,116,0,0,290,489,80,158,70,135,30,36,0,0,0,0,160,98,190,140,0,0,0,0,30,21,280,371
1,AL,35091,2,220,80,80,60,120,470,170,0,0,0,0,0,60,50,8075,220,8169,190,6721,50,27,0,0,0,0,30,20,40,141,0,0,0,0,40,788,0,0,0,40,286,20,410,60,94,0,0,0,0,0,0,0,0,40,46,0,0,0,0,50,1149,2063,0,0,40,69,30,34,50,61,40,10,50,148,50,296,0,0,0,0,0,0,0,0,50,125,0,0,0,0,210,3861,210,468,0,0,0,0,100,90,0,0,0,0,40,41,40,6,70,52,0,0,20,30,0,0,0,0,0,0,210,914,60,119,50,100,60,88,30,31,0,0,170,379,170,416,0,0,0,0,30,42,190,539
1,AL,35091,3,230,60,130,40,140,590,230,0,0,0,0,0,50,40,14169,230,14334,210,11826,60,17,30,46,30,27,70,45,40,292,50,15,30,352,60,1043,0,30,105,40,573,0,0,60,165,30,7,0,0,0,0,0,0,30,33,0,0,0,0,100,1607,6250,20,129,90,216,0,0,90,95,70,22,100,356,90,509,0,0,20,30,60,90,0,0,90,312,30,130,0,0,230,8827,230,1214,0,0,0,0,120,203,0,0,40,25,0,0,20,3,100,158,30,8,30,80,0,0,0,0,0,0,220,1527,0,0,0,0,0,0,0,0,0,0,210,1011,220,1109,0,0,0,0,50,145,180,561
1,AL,35091,4,190,20,170,0,110,590,230,0,0,0,0,0,0,30,16755,190,16927,180,14547,70,16,0,0,0,0,70,49,30,245,0,0,0,0,40,940,0,0,0,30,512,0,0,60,172,0,0,0,0,0,0,0,0,30,33,0,0,0,0,120,2162,10240,30,195,110,402,0,0,110,143,90,34,120,598,110,737,0,0,0,0,50,72,0,0,110,419,40,204,0,0,190,11275,190,1589,0,0,0,0,110,237,0,0,40,24,30,46,0,0,90,162,0,0,20,73,0,0,0,0,0,0,190,1883,0,0,0,0,0,0,30,27,0,0,190,1353,190,1442,0,0,0,0,40,89,150,528
1,AL,35091,5,290,0,270,0,170,940,380,0,0,0,0,0,20,40,36673,290,36899,280,32153,130,30,60,65,50,48,220,213,70,728,40,89,20,383,60,2046,0,0,0,30,656,20,839,120,226,30,9,0,0,0,0,0,0,50,46,0,0,0,0,230,4900,30110,0,0,230,1244,0,0,230,338,180,93,230,1700,220,1604,0,0,0,0,20,9,0,0,210,1144,50,297,0,0,290,27285,290,4469,0,0,0,0,190,313,0,0,70,39,40,61,0,0,130,170,0,0,50,153,0,0,0,0,0,0,280,4670,0,0,0,0,0,0,40,37,0,0,290,4159,290,4370,0,0,0,0,110,529,190,753
1,AL,35091,6,20,0,20,0,20,80,30,0,0,0,0,0,0,0,6242,20,6242,20,4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,782,6033,0,0,20,250,0,0,20,36,0,0,20,299,20,172,0,0,0,0,0,0,0,0,20,215,0,0,0,0,20,5162,20,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1094,0,0,0,0,0,0,0,0,0,0,20,1167,20,1214,0,0,0,0,0,0,0,0
1,AL,35094,1,2280,1390,360,490,1180,3480,1160,50,50,0,0,70,540,510,28955,2280,29521,1680,21169,310,209,160,295,140,198,40,21,440,3080,130,-31,170,1071,330,2949,0,50,159,150,271,30,47,450,566,0,0,0,0,40,139,0,0,60,36,30,71,0,0,170,2284,2542,140,975,50,50,100,89,90,85,100,18,170,259,90,448,0,0,20,5,0,0,0,0,130,375,60,182,0,0,900,5255,910,563,0,0,60,16,250,77,20,0,30,8,60,31,100,16,70,21,0,0,370,512,170,658,180,662,50,28,2060,5141,870,2450,790,2122,530,671,120,105,90,41,750,486,1100,1036,0,0,0,0,240,196,1890,4291
1,AL,35094,2,1590,750,460,320,780,3090,1050,0,0,0,0,20,350,330,57934,1590,58500,1380,47757,300,231,130,321,120,243,170,90,180,1010,110,209,140,1366,270,4970,0,40,129,270,1739,40,357,290,566,40,9,0,0,50,284,30,93,130,137,0,0,0,0,380,5371,14424,180,1243,290,487,80,91,270,229,260,58,380,874,250,1253,30,77,0,0,100,136,0,0,300,972,130,840,0,0,1530,29493,1530,3641,0,0,60,39,640,574,0,0,90,51,100,109,220,38,380,350,30,12,120,236,110,360,100,362,80,52,1560,6602,380,751,310,619,300,434,80,69,30,23,1230,3066,1310,3378,0,0,0,0,220,277,1350,3425
